node_id,base_stock,safety_stock
N000946,0.0,0.0
N000307,12224219.345458187,97365.06256338223
N000477,1186.8265467242525,123.95353489768236
N000496,4071836.9436492114,59669.23704587426
N000305,58340579.2551215,869697.9138285106
N000067,15896115607.835003,144771956.34818363
N000841,141.29968915144647,23.967249803081007
N000981,0.0,0.0
N000053,158073.6338368778,3195.754779545731
N000609,16691.037635992157,841.5137598940378
N000016,16557788305.886913,126375627.35289572
N000517,357702.7189133224,7288.688498226541
N000784,83470.85395203531,1682.3972232614494
N000207,229367320.89966047,1887105.5241352895
N000509,214362.88010936423,6391.887258053078
N000975,91.8945660394823,10.763391893543423
N000627,247466.8081951478,6849.201907243912
N000951,0.0,0.0
N000013,32080929677.818592,155621945.52557832
N000768,0.0,0.0
N000487,868591.8862018317,19721.046780999655
N000058,10448286190.162165,66307292.20674532
N000345,952623.7397497137,15662.781299846878
N000120,2570448.3800350316,34680.16594003373
N000237,9096110.075938901,152171.40072428578
N000615,38719.896488568884,2225.636570838943
N000630,804.5351534628373,20.250093066984736
N000121,186309684.01464957,1146042.1958403233
N000713,0.0,0.0
N000912,0.0,0.0
N000655,153100.6297732095,3893.7579435642256
N000685,3183.458444136926,106.35774235043012
N000535,186735.6206432533,12387.202336938908
N000525,3187043.9967957675,38365.57830805348
N000545,0.0,0.0
N000665,0.0,0.0
N000769,236274.0889307571,4652.662526681596
N000817,2098.0380274522904,144.37066810687256
N000295,65136538.5758098,2375810.4639472617
N000499,1203354.1272984762,27553.021146164017
N000369,69653906.44411334,1354670.6011288469
N000434,0.0,0.0
N000136,5887616.993090578,79987.61467099273
N000642,15118.798506061832,954.1814807329987
N000333,153659.93518492996,3266.7879633395537
N000536,1396768.7125838238,34986.82458390436
N000007,134813026743.31763,573853646.9363705
N000779,2559.6933830258076,153.9570973195203
N000133,9191756643.660288,70503944.30802639
N000205,18571586.268433776,220450.14257284795
N000328,21687262.514374707,231982.77483989595
N000017,5578394010.097015,71770352.3746304
N000096,2258186302.011416,15655245.173664404
N000270,694196159.3415676,8756567.770263845
N000624,14986.577108033869,1862.6530903803298
N000780,0.0,0.0
N000050,26845771066.611523,292809629.3823066
N000269,1283791.8475455034,23105.098262958087
N000427,712240.8383864021,9307.856044925882
N000292,0.0,0.0
N000878,0.0,0.0
N000185,2491018.3132962175,26129.96093220266
N000689,7625.103947485686,916.6291222634669
N000142,2304231603.590288,22643403.854370482
N000290,14983880.034978123,140159.26192913254
N000932,0.0,0.0
N000614,160469.43407279614,3392.5520070556327
N000029,13570195381.557999,220218090.14372364
N000113,207275359.83795398,3100583.7667144225
N000472,83618.26132146773,2317.313048426028
N000177,6327050761.37816,47882095.334939286
N000637,0.0,0.0
N000868,0.0,0.0
N000122,951766674.3726778,4989343.307980196
N000758,0.0,0.0
N000782,240.80387002720522,24.454314699540323
N000062,2765467177.153347,21458448.52142811
N000221,128423230.09394918,1181028.7242155331
N000453,1152021.6909901798,14740.53820268328
N000934,0.0,0.0
N000210,103748811.25882562,1196755.9951763032
N000161,1092583730.5484295,16799163.70150888
N000993,1220.4450925268732,35.649444491583424
N000924,2437.29415944663,87.39924420930048
N000366,2095301.7119486702,27141.64047628137
N000349,17320371.59782214,259555.43196082115
N000382,0.0,0.0
N000500,50085.58257924895,1601.2715604714845
N000179,1955455.8252701932,46268.287097994646
N000046,105378649752.73325,975861134.9067746
N000467,4145.859773089941,198.76426918956298
N000774,0.0,0.0
N000994,56.941564756522624,3.3513526361597252
N000715,1481.3549819486589,206.8761680538929
N000275,33401.66398322912,2152.6729452995855
N000789,0.0,0.0
N000175,232281.95606268034,6379.801509714179
N000650,192624.625075628,4871.498544041049
N000621,11762.789284354627,1267.2296164854426
N000644,37812.598951619715,4451.90757048989
N000748,0.0,0.0
N000371,24458473.0260562,172502.0416974483
N000596,650.5955697199108,93.71842064479912
N000825,0.0,0.0
N000864,0.0,0.0
N000988,1030.164015560582,49.80225474280941
N000802,0.0,0.0
N000011,8607370131.909075,99618753.06442848
N000900,0.0,0.0
N000268,3962650.124097613,50987.41456410081
N000636,0.0,0.0
N000432,126653.01536609248,4085.4857806569426
N000580,539282.5743310535,9084.00532082815
N000324,1226477.4888940833,20996.708858338166
N000513,30890.780690646527,1261.9013777249686
N000846,585.8459531928648,285.6169620513845
N000918,1588.1317871816761,11.272165907212031
N000725,0.0,0.0
N000065,223921585892.82526,894023462.117938
N000130,13848224220.119173,124747787.37409072
N000284,127172652.77117439,940610.9196540752
N000091,9790032561.667118,114858245.67296885
N000541,470455.6081155996,15782.225236066015
N000069,78408033920.15869,457981144.731053
N000716,2067.979952548531,211.05494101704863
N000980,0.0,0.0
N000476,1524.7581469778029,245.35455677342458
N000675,665870.6556514164,12125.399445454144
N000804,0.0,0.0
N000822,1180.136503433724,45.029562531055774
N000954,0.0,0.0
N000054,901193075.7538941,7763020.341430632
N000081,826986879.7182003,13658730.261507086
N000404,0.0,0.0
N000852,2397.47043300564,62.89275622456927
N000047,510407.06465998746,13118.614712672817
N000539,0.0,0.0
N000843,108.08609942050835,4.23006880627633
N000021,117034061867.85179,796929336.9992551
N000027,1402208243.8238282,41193100.913198285
N000405,205783.5283503101,5768.135192764427
N000963,547.8467069278191,26.12143404404255
N000594,338808.92580212635,5090.200973702562
N000032,53610927.03142178,367196.5697692932
N000752,20206.837427520255,754.5351917467378
N000850,503.1916494367206,35.61728139916102
N000880,3483.4775688917753,134.51827418763298
N000529,655099.9877339625,10943.357434639975
N000971,98.20897674689691,20.283402868580108
N000236,106189355.0275216,913090.4863781313
N000818,0.0,0.0
N000482,14267703.73244904,137435.279950229
N000527,5132.203641880275,278.97455430689905
N000680,0.0,0.0
N000426,7560528.631813703,282396.1129648485
N000899,0.0,0.0
N000526,254318.23573276354,5205.400165209861
N000143,8931354.335132772,155142.36590907004
N000729,3886.749615255975,398.39645041695366
N000694,6190.393228182187,137.11401930230346
N000365,4756766.335925077,108088.02808338049
N000068,1241332173.3572934,14073706.821241744
N000551,158117.4316124313,8329.1055377332
N000493,1074699.062375898,17057.91104118649
N000669,34211.27099022929,1156.8130541085297
N000777,2978.087740894606,183.3589328732618
N000158,3499259575.0999913,48182839.5601249
N000108,1289834742.5622463,6093912.9106726535
N000506,47438.88847386061,2296.590784047067
N000521,0.0,0.0
N000796,5608.015996251058,132.62431504859092
N000104,440020656.8586506,3680136.2573030833
N000619,1829.5189995503679,122.67217568709056
N000220,334594.4355820954,8106.892520091486
N000073,188414019.7336596,5037402.149740005
